Paper ID,Paper Name,City,State,Website URL,Phone,Mailing Address,County,Chain Owner,CMS Platform,CMS Vendor,Has PDF Edition?,PDF-Only?,Paywall?,Free Public Notices?,Mobile Responsive?,Audit Sources,Audit Notes,Latest Audit Timestamp,Extra Data
2011,Wyoming Press Association,Cheyenne,WY,https://www.wyopress.org/,,,Laramie,Independent,BLOX Digital,BLOX,Yes,No,No,Yes,Yes,Homepage+RSS+Sitemap,"Homepage contains e-edition style link(s): /search/?f=html&sd=desc&l=25&t=video%2Cyoutube&nsa=eedition | Homepage contains article-style link(s): /news/, /news/newsletter/, /news/ebulletin_archives/ | Homepage contains article-style content | RSS present but contains no entries | No paywall signals found | Homepage contains public notice keywords | RSS feed contains notice keywords | Viewport meta tag present | Detected platform indicators (BLOX Digital): tncms, bloximages, townnews, bloxcms | Detected vendor indicators (BLOX): tncms, bloximages, townnews, bloxcms",2025-12-11T15:09:51.836234,{}
2080,Douglas Budget,Douglas,WY,www.douglas-budget.com,,,Converse,Adams Publishing Group (APG West Division),BLOX Digital,BLOX,Yes,No,Yes,Yes,Yes,Homepage+RSS+Sitemap,"Homepage contains e-edition style link(s): /douglas_edition/, /eedition/, /eedition/edition_9e3e2397-5bf3-5956-947d-f1698d91ff1a.html | Homepage contains article-style link(s): /news, /sports, /sports/baseball/ | Homepage contains article-style content | RSS present but contains no entries | Homepage contains paywall keywords | RSS feed contains paywall hints | Homepage contains public notice keywords | RSS feed contains notice keywords | Viewport meta tag present | Detected platform indicators (BLOX Digital): tncms, bloximages, townnews, bloxcms | Detected vendor indicators (BLOX): tncms, bloximages, townnews, bloxcms | Overrides applied: chain_owner",2025-12-11T15:02:05.018299,{}
2416,Powell Tribune,Powell,WY,www.powelltribune.com,,,Park,Independent,Creative Circle,Creative Circle,Yes,No,Yes,Yes,Yes,Homepage,"Homepage contains e-edition style link(s): /eeditions/ | Homepage contains article-style link(s): /newsletter/, /news/, /sports/ | Homepage contains article-style content | Homepage contains paywall keywords | Homepage contains public notice keywords | Viewport meta tag present | Detected platform indicators (Creative Circle): creativecircle, creativecirclecdn | Detected vendor indicators (Creative Circle): creativecircle, creativecirclecdn | Overrides applied: chain_owner",2025-12-11T15:19:56.306867,"{""Notes"": ""Employee-owned""}"
2457,Torrington Telegram,Torrington,WY,https://www.torringtontelegram.com,,,Goshen,Adams Publishing Group (APG West Division),WordPress,Unkown,Yes,No,Yes,Yes,Yes,Homepage,"Homepage contains e-edition style link(s): /eeditions/ | Homepage contains article-style link(s): /community/, /sports/, /opinion/ | Homepage contains article-style content | Homepage contains paywall keywords | Homepage contains public notice keywords | Viewport meta tag present | Detected platform indicators (Creative Circle): creativecircle, creativecirclecdn | Detected vendor indicators (Creative Circle): creativecircle, creativecirclecdn | Overrides applied: chain_owner, cms_platform, cms_vendor",2025-12-11T15:23:11.165909,{}
2462,Platte County Record-Times,Wheatland,WY,www.pcrecordtimes.com,,,Platte,Adams Publishing Group (APG West Division),Creative Circle,Creative Circle,Yes,No,Yes,Yes,Yes,Homepage,"Homepage contains e-edition style link(s): /eeditions/ | Homepage contains article-style link(s): /community/, /sports/, /opinion/ | Homepage contains article-style content | Homepage contains paywall keywords | Homepage contains public notice keywords | Viewport meta tag present | Detected platform indicators (Creative Circle): creativecircle, creativecirclecdn | Detected vendor indicators (Creative Circle): creativecircle, creativecirclecdn | Overrides applied: chain_owner",2025-12-11T15:19:46.493158,{}
2464,Lusk Herald,Lusk,WY,http://luskherald.com/,,,Niobrara,Independent,Creative Circle,Creative Circle,Yes,No,Yes,Yes,Yes,Homepage,"Homepage contains e-edition style link(s): /eeditions/ | Homepage contains article-style link(s): /community/, /sports/, /opinion/ | Homepage contains article-style content | Homepage contains paywall keywords | Homepage contains public notice keywords | Viewport meta tag present | Detected platform indicators (Creative Circle): creativecircle, creativecirclecdn | Detected vendor indicators (Creative Circle): creativecircle, creativecirclecdn",2025-12-11T15:19:14.461830,{}
2466,Pinedale Roundup,Pinedale,WY,www.pinedaleroundup.com,,,Sublette,Robert Galbreath / Sublette County Journal Group,Creative Circle,Creative Circle,Yes,No,Yes,Yes,Yes,Homepage,"Homepage contains e-edition style link(s): /eeditions/, /stories/six-punchers-capture-postseason-awards,99082 | Homepage contains article-style link(s): /community-news/, /wyoming-news/, /opinion/ | Homepage contains article-style content | Homepage contains paywall keywords | Homepage contains public notice keywords | Viewport meta tag present | Detected platform indicators (Creative Circle): creativecircle, creativecirclecdn | Detected vendor indicators (Creative Circle): creativecircle, creativecirclecdn | Overrides applied: chain_owner",2025-12-11T15:19:36.485961,{}
3064,Carbon County Comet,Rawlins,WY,http://carboncountycomet.com/,,,Carbon,Independent,Drupal,Surf New Media,Yes,No,Yes,Yes,Yes,Homepage+RSS,"Homepage contains e-edition style link(s): /portfolio, /taxonomy/term/39 | Homepage contains article-style link(s): /taxonomy/term/23, /sports, /taxonomy/term/47 | Homepage contains article-style content | RSS present (indicates article content) | Homepage contains paywall keywords | RSS feed contains paywall hints | Homepage contains public notice keywords | Viewport meta tag present | Detected platform indicators (Drupal): drupal-settings-json, drupal | Detected vendor indicators (Surf New Media): surfnewmedia",2025-11-04T14:23:20.183856,{}
3073,Glenrock Independent,Glenrock,WY,www.glenrockind.com,,,Converse,Adams Publishing Group (APG West Division),Drupal,Surf New Media,Yes,No,Yes,Yes,Yes,Homepage+RSS,"Homepage contains e-edition style link(s): /content/running-postseason-partridge-holman-lead-cross-country-teams-final-prep-conference | Homepage contains article-style link(s): /category/news, /taxonomy/term/74, /taxonomy/term/78 | Homepage contains article-style content | RSS present (indicates article content) | Homepage contains paywall keywords | Homepage contains public notice keywords | Viewport meta tag present | Detected platform indicators (Drupal): drupal.settings, drupal | Detected vendor indicators (Surf New Media): surfnewmedia, surf new media | Overrides applied: chain_owner",2025-11-04T14:37:46.987691,{}
3135,News Letter Journal,Newcastle,WY,www.newslj.com,,,Weston,Independent (Bob Bonnar),Drupal,Surf New Media,Yes,No,Yes,Yes,Yes,Homepage+RSS,"Homepage contains e-edition style link(s): /E-Ediition | Homepage contains article-style link(s): /news-lj-staff, /business-directory, https://www.facebook.com/NewsLetterJournal/ | Homepage contains article-style content | RSS present (indicates article content) | Homepage contains paywall keywords | Homepage contains public notice keywords | Viewport meta tag present | Detected platform indicators (Drupal): drupal-settings-json, drupal | Detected vendor indicators (Surf New Media): surfnewmedia | Overrides applied: chain_owner",2025-11-04T18:37:46.125551,{}
3138,Saratoga Sun,Saratoga,WY,https://saratogasun.com/,,,Carbon,Independent,Drupal,Surf New Media,Yes,No,Yes,Yes,Yes,Homepage+RSS,"Homepage contains e-edition style link(s): /portfolio, /saratoga-sun-e-edition-dec-11-2025 | Homepage contains article-style link(s): /news, /taxonomy/term/21, /taxonomy/term/57 | Homepage contains article-style content | RSS present (indicates article content) | Homepage contains paywall keywords | Homepage contains public notice keywords | RSS feed contains notice keywords | Viewport meta tag present | Detected platform indicators (Drupal): drupal-settings-json, drupal | Detected vendor indicators (Surf New Media): surfnewmedia",2025-12-11T15:04:11.304354,{}
3352,Yellowstone Gate,Cody,WY,https://www.yellowstonegate.com/,,,Park County,Independent,WordPress,NewsPack,No,No,Yes,No,Yes,Homepage,"Homepage contains article-style link(s): http://com.us2.list-manage2.com/subscribe?u=21baa81f5e7773995818eb849&id=d20a69c657, https://www.yellowstonegate.com/?cat=948, https://www.yellowstonegate.com/?cat=447 | Homepage contains article-style content | Homepage contains paywall keywords | No notices found | Viewport meta tag present | Detected platform indicators (WordPress): wp-content, wp-includes, wordpress | Detected vendor indicators (NewsPack): newspack",2025-12-11T15:10:19.861368,{}
4538,Cody Enterprize,Cody,WY,http://www.codyenterprise.com/,,,Park,Independent,BLOX Digital,BLOX,Yes,No,Yes,Yes,Yes,Homepage+RSS+Sitemap,"Homepage contains e-edition style link(s): /eedition | Homepage contains article-style link(s): /news, /news/local/, /news/sports/ | Homepage contains article-style content | RSS present but contains no entries | Homepage contains paywall keywords | RSS feed contains paywall hints | Homepage contains public notice keywords | RSS feed contains notice keywords | Viewport meta tag present | Detected platform indicators (BLOX Digital): tncms, bloximages, townnews, bloxcms | Detected vendor indicators (BLOX): tncms, bloximages, townnews, bloxcms",2025-12-11T15:01:59.621767,{}
4734,Star Valley Independent,Afton,WY,https://svinews.com,,,Lincoln,Star Valley Publishing,WordPress,Manual Review,Yes,No,Yes,Yes,Yes,Homepage+RSS+Sitemap,"Homepage contains e-edition style link(s): https://svinews.com/e-paper/ | Homepage contains article-style link(s): https://svinews.com/, https://svinews.com/local/, https://svinews.com/wyoming-news/ | Homepage contains article-style content | RSS present (indicates article content) | Homepage contains paywall keywords | Homepage contains public notice keywords | RSS feed contains notice keywords | Viewport meta tag present | Detected platform indicators (WordPress): wp-content, wp-includes, wordpress, wp-json | Overrides applied: chain_owner",2025-12-11T15:22:14.706299,"{""Notes"": ""Part of Star Valley Publishing)""}"
4735,Uinta County Herald,Evanston,WY,https://www.uintacountyherald.com,,,Uinta,New Uinta County Herald LLC,Creative Circle,Creative Circle,Yes,No,Yes,Yes,Yes,Homepage,"Homepage contains e-edition style link(s): /eeditions/ | Homepage contains article-style link(s): /community-news/, /opinion/, /sports/ | Homepage contains article-style content | Homepage contains paywall keywords | Homepage contains public notice keywords | Viewport meta tag present | Detected platform indicators (Creative Circle): creativecircle, creativecirclecdn | Detected vendor indicators (Creative Circle): creativecircle, creativecirclecdn | Overrides applied: chain_owner",2025-12-11T15:26:20.771297,{}
4736,The Wyoming Pioneer,Hulett,WY,https://www.wyopio.com,,,Crook,Independent,ROAR,Lion's Light,No,No,Yes,Yes,Yes,Homepage+RSS+Sitemap,"Homepage contains article-style link(s): https://www.wyopio.com/section/news, https://www.wyopio.com/section/news/courts%5Fand%5Fpolice, https://www.wyopio.com/section/news/state%5Fand%5Fregion | Homepage contains article-style content | RSS present (indicates article content) | Homepage contains paywall keywords | Homepage contains public notice keywords | RSS feed contains notice keywords | Viewport meta tag present | Detected vendor indicators (Lion's Light): lionslight | Overrides applied: chain_owner",2025-12-11T15:20:42.326604,{}
4737,Bridger Valley Pioneer,Lyman,WY,www.bridgervalleypioneer.com,,,Uinta,Independent (Sister paper to Uinta County Herald),Creative Circle,Creative Circle,Yes,No,Yes,Yes,Yes,Homepage,"Homepage contains e-edition style link(s): /eeditions/ | Homepage contains article-style link(s): /community-news/, /opinion/, /sports/ | Homepage contains article-style content | Homepage contains paywall keywords | Homepage contains public notice keywords | Viewport meta tag present | Detected platform indicators (Creative Circle): creativecircle, creativecirclecdn | Detected vendor indicators (Creative Circle): creativecircle, creativecirclecdn | Overrides applied: chain_owner",2025-12-11T15:18:56.806912,{}
4738,The Ranger,Riverton,WY,www.rivertonranger.com,,,Fremont,Riverton Ranger Inc.,BLOX Digital,BLOX,Yes,No,Yes,Yes,Yes,Homepage+RSS+Sitemap,"Homepage contains e-edition style link(s): /eedition, /eedition/, /eedition/riverton-ranger/edition_2f69025e-f5be-5aa9-9124-25b20dc2c31d.html | Homepage contains article-style link(s): /news, /news/fremont_county_news/, /news/riverton_news/ | Homepage contains article-style content | RSS present but contains no entries | Homepage contains paywall keywords | RSS feed contains paywall hints | Homepage contains public notice keywords | RSS feed contains notice keywords | Viewport meta tag present | Detected platform indicators (BLOX Digital): tncms, bloximages, townnews | Detected vendor indicators (BLOX): tncms, bloximages, townnews | Overrides applied: chain_owner",2025-12-11T15:06:36.384126,{}
4739,Rocket Miner,Rock Springs,WY,www.rocketminer.com,,,Sweetwater,Adams Publishing Group (APG West Division),BLOX Digital,BLOX,Yes,No,Yes,Yes,Yes,Homepage+RSS,"Homepage contains e-edition style link(s): /rocketminer/eedition/, /rocketminer/eedition/erocket/edition_e4029d5f-c7fe-55f8-8da7-5f6e0701d586.html, /rocketminer/site/rocket-miner_e-edition_how-to.html | Homepage contains article-style link(s): https://www.facebook.com/rocketminernewspaper/, https://apg05.newzware.com/ss70v2/adams/common/template.jsp?nwmodule=sso&skin=wte&init=nonsub&nwpage=sso&rpage=https%3A%2F%2Fwww.wyomingnews.com%2Ftncms%2Fauth%2Fbegin%2F%3Fprovider%3DNewzware%26return%3Dhttps%253A%252F%252Fwww.wyomingnews.com%252Frocketminer%252F, https://www.wyomingnews.com/users/login/?referer_url=https%3A%2F%2Fwww.wyomingnews.com%2Frocketminer%2F | Homepage contains article-style content | RSS present but contains no entries | Homepage contains paywall keywords | RSS feed contains paywall hints | Homepage contains public notice keywords | RSS feed contains notice keywords | Viewport meta tag present | Detected platform indicators (BLOX Digital): tncms, bloximages, townnews, bloxcms | Detected vendor indicators (BLOX): tncms, bloximages, townnews, bloxcms | Overrides applied: chain_owner",2025-12-11T15:04:04.014336,{}
4740,Weston County Gazette,Upton,WY,www.westoncountygazette.com,,,Weston,Independent,Manual Review,Manual Review,No,No,No,Yes,No,Homepage+Sitemap,"Homepage contains article-style link(s): news.html, http://News, https://wyomingnewspapers.org/?a=cl&cl=CL1&e=-------en-20--1--img-txIN%7ctxCO%7ctxTA--------0------&sp=WYWCG | Homepage contains article-style content | No paywall signals found | Homepage contains public notice keywords | No responsive indicators | Overrides applied: chain_owner",2025-12-11T15:09:23.518972,{}
4741,Northern Wyoming News,Worland,WY,www.wyodaily.com,,,Washakie,Independent,ROAR,Lion's Light,Yes,No,Yes,Yes,Yes,Homepage+RSS+Sitemap,"Found 3 PDF links on homepage | Homepage contains article-style link(s): https://www.facebook.com/NWYONEWS, https://twitter.com/NorthernWyoNews, HTTPS://www.wyodaily.com/section/news | Homepage contains article-style content | RSS present (indicates article content) | Homepage contains paywall keywords | Homepage contains public notice keywords | RSS feed contains notice keywords | Viewport meta tag present | Detected vendor indicators (Lion's Light): lionslight | Overrides applied: chain_owner",2025-12-11T15:19:20.473030,"{""Notes"": ""Successor to Washakie County News""}"
4742,Basin Republican Rustler,Basin,WY,www.basinrepublican-rustler.com,,,Big Horn,Independent (David Peck),Drupal,Surf New Media,Yes,No,Yes,Yes,Yes,Homepage+RSS,"Homepage contains e-edition style link(s): https://basinrepublicanrustler-wy.newsmemory.com/ | Homepage contains article-style link(s): /category/news, /category/sports-0, /category/opinion | Homepage contains article-style content | RSS present (indicates article content) | Homepage contains paywall keywords | Homepage contains public notice keywords | Viewport meta tag present | Detected platform indicators (Drupal): drupal.settings, drupal | Detected vendor indicators (Surf New Media): surfnewmedia, surf new media | Overrides applied: chain_owner",2025-12-11T15:00:43.147154,"{""Notes"": ""Same publisher as Greybull Standard""}"
4743,Casper Star-Tribune Communications,Casper,WY,www.trib.com,,,Natrona,Lee Enterprises,BLOX Digital,BLOX,Yes,No,Yes,Yes,Yes,Heuristic:Lee+Homepage+RSS+Sitemap,"Homepage contains e-edition style link(s): /article_65d9336c-4dda-5f4e-953e-8728d5c3434c.html, /eedition, /eedition/ | Homepage contains article-style link(s): https://subscriberservices.lee.net/subscriberservices/Content/PaymentPagePromo.aspx?Domain=trib.com#tracking-source=holiday_banner_2025, /news/, /news/local | Homepage contains article-style content | RSS present but contains no entries | Chain heuristic: Lee, not PDF-only | Chain heuristic: Lee, default Paywall=Yes | Homepage contains public notice keywords | RSS feed contains notice keywords | Viewport meta tag present | Detected chain indicators (Lee): lee enterprises | Detected platform indicators (BLOX Digital): tncms, bloximages, townnews, bloxcms | Detected vendor indicators (BLOX): tncms, bloximages, townnews, bloxcms | Overrides applied: chain_owner",2025-12-11T15:01:50.320762,"{""Notes"": ""Wyoming’s largest daily under Lee chain""}"
4744,Cody Enterprise,Cody,WY,www.codyenterprise.com,,,Park,Independent (Cowles family),BLOX Digital,BLOX,Yes,No,Yes,Yes,Yes,Homepage+RSS+Sitemap,"Homepage contains e-edition style link(s): /eedition | Homepage contains article-style link(s): /news, /news/local/, /news/sports/ | Homepage contains article-style content | RSS present but contains no entries | Homepage contains paywall keywords | RSS feed contains paywall hints | Homepage contains public notice keywords | RSS feed contains notice keywords | Viewport meta tag present | Detected platform indicators (BLOX Digital): tncms, bloximages, townnews, bloxcms | Detected vendor indicators (BLOX): tncms, bloximages, townnews, bloxcms | Overrides applied: chain_owner",2025-12-11T15:01:55.761197,{}
4745,Dubois Frontier,Dubois,WY,www.duboisfrontier.com,,,Fremont,Independent (Christine Smith),Manual Review,Manual Review,No,No,Yes,No,No,Homepage,Homepage contains paywall keywords | No notices found | No responsive indicators | Overrides applied: chain_owner,2025-12-11T15:02:08.339931,{}
4746,Gillette News Record,Gillette,WY,http://www.gillettenewsrecord.com/,,,Campbell,News Record LLC / McCraken Family,BLOX Digital,BLOX,Yes,No,Yes,Yes,Yes,Homepage+RSS+Sitemap,"Homepage contains e-edition style link(s): /eedition, /eedition/, /eedition/edition_10d4b6af-2a48-513d-9519-96d30decb77b.html | Homepage contains article-style link(s): https://www.facebook.com/newsrecord/, https://twitter.com/The_News_Record, https://www.youtube.com/user/GilletteNews | Homepage contains article-style content | RSS present but contains no entries | Homepage contains paywall keywords | RSS feed contains paywall hints | Homepage contains public notice keywords | RSS feed contains notice keywords | Viewport meta tag present | Detected platform indicators (BLOX Digital): tncms, bloximages, townnews, bloxcms | Detected vendor indicators (BLOX): tncms, bloximages, townnews, bloxcms | Homepage snapshot truncated to 500,000 characters | Overrides applied: chain_owner",2025-12-11T15:02:13.565077,{}
4747,Green River Star,Green River,WY,www.greenriverstar.com,,,Sweetwater,Independent,ROAR,Lion's Light,No,No,Yes,Yes,Yes,Homepage+RSS+Sitemap,"Homepage contains article-style link(s): HTTPS://www.greenriverstar.com/section/sports, HTTPS://www.greenriverstar.com/section/sports/2014%5Ffall%5Fsports%5Fpreview, HTTPS://www.greenriverstar.com/section/news | Homepage contains article-style content | RSS present (indicates article content) | Homepage contains paywall keywords | Homepage contains public notice keywords | RSS feed contains notice keywords | Viewport meta tag present | Detected vendor indicators (Lion's Light): lionslight | Overrides applied: chain_owner",2025-12-11T15:19:03.470236,{}
4748,Jackson Hole News&Guide,Jackson,WY,www.jhnewsandguide.com,,,Teton,Jackson Hole News & Guide Inc.,BLOX Digital,BLOX,Yes,No,Yes,Yes,Yes,Homepage+RSS+Sitemap,"Homepage contains e-edition style link(s): http://jhdaily.wy.newsmemory.com/, http://jhnewsandguide.wy.newsmemory.com/, https://jacksonholemagazine.com// | Homepage contains article-style link(s): https://www.jhnewsandguide.com/users/login/?referer_url=https%3A%2F%2Fwww.jhnewsandguide.com%2F, https://www.jhnewsandguide.com/users/admin/, https://www.jhnewsandguide.com/users/admin/list/ | Homepage contains article-style content | RSS present but contains no entries | Homepage contains paywall keywords | RSS feed contains paywall hints | Homepage contains public notice keywords | RSS feed contains notice keywords | Viewport meta tag present | Detected platform indicators (BLOX Digital): tncms, bloximages, townnews | Detected vendor indicators (BLOX): tncms, bloximages, townnews | Homepage snapshot truncated to 500,000 characters | Overrides applied: chain_owner",2025-12-11T15:02:30.991088,{}
4749,Lander Journal,Riverton,WY,https://thelanderjournal.com,,,Fremont,Wyoming Newspapers Inc. (division of Adams Publishing Group - APG West),BLOX Digital,BLOX,Yes,No,Yes,Yes,Yes,Homepage+RSS,"Homepage contains e-edition style link(s): /lander_journal/eedition/, /lander_journal/eedition/lander-journal/edition_00ac3dd6-9c0f-566b-8041-3d6dc3a6289b.html | Homepage contains article-style link(s): /lander_journal/news/, /lander_journal/business/, /lander_journal/sports/ | Homepage contains article-style content | RSS present but contains no entries | Homepage contains paywall keywords | RSS feed contains paywall hints | Homepage contains public notice keywords | RSS feed contains notice keywords | Viewport meta tag present | Detected platform indicators (BLOX Digital): tncms, bloximages, townnews, bloxcms | Detected vendor indicators (BLOX): tncms, bloximages, townnews, bloxcms | Overrides applied: chain_owner",2025-12-11T15:02:37.382445,{}
