Paper ID,Paper Name,City,State,Website URL,Phone,Mailing Address,County,Chain Owner,CMS Platform,CMS Vendor,Has PDF Edition?,PDF-Only?,Paywall?,Free Public Notices?,Mobile Responsive?,Audit Sources,Audit Notes,Latest Audit Timestamp,Extra Data
1769,Arlington County Star,Arlington,VA,http://arlingtoncountystar.com/,,,Arlington,Manual Review,Creative Circle,Creative Circle,No,No,No,No,Yes,Homepage,"Homepage contains article-style link(s): /local-news/, /news/, /international-news/ | Homepage contains article-style content | No paywall signals found | No notices found | Viewport meta tag present | Detected platform indicators (Creative Circle): creativecircle, /stories/, creativecirclecdn | Detected vendor indicators (Creative Circle): creativecircle, /stories/, creativecirclecdn",2025-10-28T13:45:05.359269,{}
1842,"Huddle, The",McLean,VA,https://www.thehuddle.com/,,,Fairfax,USA TODAY Sports,Presto,Gannett,Yes,No,Yes,No,Yes,Heuristic:Gannett+Homepage,"Found 1 PDF links on homepage | Chain heuristic: Gannett, not PDF-only | Chain heuristic: Gannett, default Paywall=Yes | No notices found | Viewport meta tag present | Detected chain indicators (Gannett): part of the usa today network, usa today, gannett | Detected platform indicators (Presto): gannett-cdn, gannettdigital | Detected vendor indicators (Gannett): gannett, gannett-cdn, gannettdigital | Overrides applied: chain_owner",2025-10-27T15:39:34.055940,{}
1967,PMG of Virginia – Bedford Bulletin,Bedford,VA,https://www.pmg-va.com/bedford_bulletin/,,,Bedford,Independent,BLOX Digital,BLOX,Yes,No,Yes,Yes,Yes,Homepage+RSS,"Homepage contains e-edition style link(s): /bedford_bulletin/eedition/, /bedford_bulletin/eedition/bedford-bulletin/edition_3a8f83d5-eceb-5471-82aa-02d78a1a543e.html | Homepage contains article-style link(s): https://twitter.com/newsbedford, /bedford_bulletin/news/, /bedford_bulletin/news/education/ | Homepage contains article-style content | RSS present but contains no entries | Homepage contains paywall keywords | RSS feed contains paywall hints | Homepage contains public notice keywords | RSS feed contains notice keywords | Viewport meta tag present | Detected platform indicators (BLOX Digital): tncms, bloximages, townnews, bloxcms | Detected vendor indicators (BLOX): tncms, bloximages, townnews, bloxcms",2025-12-12T11:51:26.505341,{}
1995,InsideNoVa (Northern Virginia news network),Manassas,VA,https://www.insidenova.com/,,,Prince William,Independent,BLOX Digital,BLOX,Yes,No,Yes,Yes,Yes,Homepage+RSS+Sitemap,"Homepage contains e-edition style link(s): /culpeper/eedition/, /eedition/, /staffordmagazine/ | Homepage contains article-style link(s): /news/, /news/business/, /news/education/ | Homepage contains article-style content | RSS present but contains no entries | Homepage contains paywall keywords | RSS feed contains paywall hints | Homepage contains public notice keywords | RSS feed contains notice keywords | Viewport meta tag present | Detected platform indicators (BLOX Digital): tncms, bloximages, townnews, bloxcms | Detected vendor indicators (BLOX): tncms, bloximages, townnews, bloxcms | Homepage snapshot truncated to 500,000 characters",2025-12-11T19:25:13.124224,{}
2052,Fauquier Now,Warrenton,VA,http://www.fauquiernow.com/,,,Fauquier,Independent,BLOX Digital,BLOX,Yes,No,Yes,Yes,Yes,Homepage+RSS+Sitemap,"Homepage contains e-edition style link(s): /lifestyle/the_magazine, /lifestyle/the_magazine/, https://issuu.com/pamkamphuis/docs/warrenton_lifestyle_magazine_december_2025 | Homepage contains article-style link(s): /news/, /news/business/, /news/education/ | Homepage contains article-style content | RSS present but contains no entries | Homepage contains paywall keywords | RSS feed contains paywall hints | Homepage contains public notice keywords | RSS feed contains notice keywords | Viewport meta tag present | Detected platform indicators (BLOX Digital): tncms, bloximages, townnews, bloxcms | Detected vendor indicators (BLOX): tncms, bloximages, townnews, bloxcms",2025-12-11T19:21:26.508352,"{""Notes"": ""Independent local news site founded 2013 covering Fauquier County."", ""Chain/Owner"": ""Independent (Owned by publisher Lou Emerson)"", ""Publication Frequency"": ""Daily (digital)""}"
2054,Womack Publishing Company,Chatham,VA,https://www.womackpublishing.com/,,,Pittsylvania,Regional newspaper group,BLOX Digital,BLOX,Yes,No,No,No,Yes,Homepage+RSS+Sitemap,"Homepage contains e-edition style link(s): /magazines/, /site/real_estate_magazines.html | Homepage contains article-style link(s): https://www.womackpublishing.com/womack_foundation/article_3f66b338-635d-11e3-8221-001a4bcf887a.html, /site/our_newspapers.html, https://www.newsoforange.com/ | Homepage contains article-style content | RSS present but contains no entries | No paywall signals found | No notices found | Viewport meta tag present | Detected platform indicators (BLOX Digital): tncms, bloximages, townnews, bloxcms | Detected vendor indicators (BLOX): tncms, bloximages, townnews, bloxcms | Overrides applied: chain_owner",2025-12-12T12:15:05.050355,{}
2293,Henrico Citizen,Henrico,VA,https://www.henricocitizen.com/,,,Henrico,Independent,WordPress,Our Hometown Web Publishing,No,No,Yes,Yes,Yes,Homepage+RSS+Sitemap,"Homepage contains article-style link(s): https://www.henricocitizen.com/, https://www.henricocitizen.com/tag/business/, https://www.henricocitizen.com/tag/entertainment/ | Homepage contains article-style content | RSS present (indicates article content) | Homepage contains paywall keywords | Homepage contains public notice keywords | RSS feed contains notice keywords | Viewport meta tag present",2025-12-11T19:23:52.134286,"{""Notes"": ""Independent local online paper founded 2001; nonprofit model since 2020."", ""Chain/Owner"": ""Independent (T3 Media LLC / Tom Lappas Publisher)"", ""Publication Frequency"": ""Daily (digital)""}"
2294,News and Record/Mecklenburg Sun,South Boston,VA,https://www.sovanow.com/,,,Halifax,Manual Review,WordPress,Our Hometown Web Publishing,Yes,No,Yes,Yes,Yes,Homepage+RSS+Sitemap,"Homepage contains e-edition style link(s): https://www.sovanow.com/category/e-edition/, https://www.sovanow.com/category/e-edition/news-record-e-editions/, https://www.sovanow.com/category/e-edition/the-sun-e-editions/ | RSS present (indicates article content) | Homepage contains paywall keywords | Homepage contains public notice keywords | RSS feed contains notice keywords | Viewport meta tag present | Detected platform indicators (WordPress): wp-content, wp-includes, wordpress, wp-json | Detected vendor indicators (Our Hometown Web Publishing): our-hometown, oht-",2025-10-27T16:30:48.234839,{}
2295,"Recorder, The",Monterey,VA,https://www.therecorderonline.com/,,,Highland,Independent,WordPress,Our Hometown Web Publishing,Yes,No,Yes,Yes,Yes,Homepage+RSS+Sitemap,"Found 2 PDF links on homepage | Homepage contains article-style link(s): https://www.therecorderonline.com/the-recorder-in-the-news/, https://www.therecorderonline.com/category/top-news/, https://www.therecorderonline.com/category/sports/ | Homepage contains article-style content | RSS present (indicates article content) | Homepage contains paywall keywords | RSS feed contains paywall hints | Homepage contains public notice keywords | Viewport meta tag present | Detected platform indicators (WordPress): wp-content, wp-includes, wordpress, wp-json | Detected vendor indicators (Our Hometown Web Publishing): our-hometown, oht-",2025-12-12T11:57:33.373030,"{""Notes"": ""Independent weekly serving Highland and Bath counties; founded 1877."", ""Chain/Owner"": ""Independent (The Recorder LLC)"", ""Publication Frequency"": ""Weekly""}"
2296,Virginia Press Association (VPA),Glen Allen,VA,https://www.vpa.net/,,,Henrico,Manual Review,WordPress,Our Hometown Web Publishing,No,No,Yes,Yes,Yes,Homepage+RSS+Sitemap,"RSS present (indicates article content) | Homepage contains paywall keywords | Homepage contains public notice keywords | Viewport meta tag present | Detected platform indicators (WordPress): wp-content, wp-includes, wordpress, wp-json | Detected vendor indicators (Our Hometown Web Publishing): our-hometown, oht-",2025-10-27T16:38:18.349519,{}
2297,Amelia Bulletin Monitor,Amelia Court House,VA,https://www.ameliamonitor.com/,,,Amelia,Manual Review,WordPress,Our Hometown Web Publishing,Yes,No,Yes,Yes,Yes,Homepage+RSS+Sitemap,"Found 1 PDF links on homepage | RSS present (indicates article content) | Homepage contains paywall keywords | RSS feed contains paywall hints | Homepage contains public notice keywords | Viewport meta tag present | Detected platform indicators (WordPress): wp-content, wp-includes, wordpress, wp-json | Detected vendor indicators (Our Hometown Web Publishing): our-hometown, oht-",2025-10-27T16:16:28.106642,{}
2298,Courier-Record,Blackstone,VA,https://www.courier-record.com/,,,Nottoway,Manual Review,WordPress,Our Hometown Web Publishing,Yes,No,Yes,Yes,Yes,Homepage+RSS+Sitemap,"Homepage contains e-edition style link(s): https://www.courier-record.com/pageview/viewer/2025-09-24, https://www.courier-record.com/pageview/viewer/2025-10-01, https://www.courier-record.com/pageview/viewer/2025-10-08 | RSS present (indicates article content) | Homepage contains paywall keywords | RSS feed contains paywall hints | Homepage contains public notice keywords | RSS feed contains notice keywords | Viewport meta tag present | Detected platform indicators (WordPress): wp-content, wp-includes, wordpress, wp-json | Detected vendor indicators (Our Hometown Web Publishing): our-hometown, oht-",2025-10-27T16:19:45.155845,"{""Notes"": ""Family-owned community newspaper covering Nottoway and southern Virginia since 1890s."", ""Chain/Owner"": ""Independent (Courier-Record Inc.)"", ""Publication Frequency"": ""Weekly""}"
2299,Crewe-Burkeville Journal,Crewe,VA,https://www.thecreweburkevillejournal.com/,,,Nottoway,Manual Review,WordPress,Our Hometown Web Publishing,Yes,No,Yes,Yes,Yes,Homepage+RSS+Sitemap,"Homepage contains e-edition style link(s): https://www.thecreweburkevillejournal.com/pageview/viewer/2025-09-25, https://www.thecreweburkevillejournal.com/pageview/viewer/2025-10-02, https://www.thecreweburkevillejournal.com/pageview/viewer/2025-10-09 | RSS present (indicates article content) | Homepage contains paywall keywords | Homepage contains public notice keywords | RSS feed contains notice keywords | Viewport meta tag present | Detected platform indicators (WordPress): wp-content, wp-includes, wordpress, wp-json | Detected vendor indicators (Our Hometown Web Publishing): our-hometown, oht-",2025-10-27T16:20:00.597619,{}
2300,Mountain Courier,Woodstock,VA,https://www.themountaincourier.com/,,,Shenandoah,Independent,WordPress,Our Hometown Web Publishing,Yes,No,Yes,Yes,Yes,Homepage+RSS+Sitemap,"Homepage contains e-edition style link(s): https://www.themountaincourier.com/category/e-edition/ | Homepage contains article-style link(s): https://www.themountaincourier.com/category/news/featured-stories/, https://www.themountaincourier.com/category/opinion/columns/, https://www.themountaincourier.com/category/community-notes/ | Homepage contains article-style content | RSS present (indicates article content) | Homepage contains paywall keywords | Homepage contains public notice keywords | Viewport meta tag present | Detected platform indicators (WordPress): wp-content, wp-includes, wordpress, wp-json | Detected vendor indicators (Our Hometown Web Publishing): our-hometown, oht-",2025-12-11T19:28:43.933992,{}
2301,Rappahannock Times,Tappahannock,VA,https://www.rapptimes.news/,,,Essex,Independent,WordPress,Our Hometown Web Publishing,Yes,No,Yes,Yes,Yes,Homepage+RSS+Sitemap,"Homepage contains e-edition style link(s): https://www.rapptimes.news/category/e-edition/, https://www.rapptimes.news/pageview/viewer/2025-11-05, https://www.rapptimes.news/pageview/viewer/2025-11-12 | Homepage contains article-style link(s): https://www.rapptimes.news/contact-us/, https://www.rapptimes.news/archives/, https://www.rapptimes.news/wp-login.php | Homepage contains article-style content | RSS present (indicates article content) | Homepage contains paywall keywords | Homepage contains public notice keywords | Viewport meta tag present | Detected platform indicators (WordPress): wp-content, wp-includes, wordpress, wp-json | Detected vendor indicators (Our Hometown Web Publishing): our-hometown, oht-",2025-12-12T11:56:35.073790,"{""Notes"": ""Independent paper serving Essex and Northern Neck area."", ""Chain/Owner"": ""Independent (Rappahannock Times Inc.)"", ""Publication Frequency"": ""Weekly""}"
2302,Virginia News Reader,Glen Allen,VA,https://virginianewsreader.com/,,,Henrico,Independent,WordPress,Our Hometown Web Publishing,No,No,Yes,Yes,Yes,Homepage+RSS+Sitemap,"Homepage contains article-style link(s): https://virginianewsreader.com, https://virginianewsreader.com/about/, https://virginianewsreader.com/category/issues/ | Homepage contains article-style content | RSS present (indicates article content) | Homepage contains paywall keywords | RSS feed contains paywall hints | Homepage contains public notice keywords | Viewport meta tag present | Detected platform indicators (WordPress): wp-content, wp-includes, wordpress, wp-json | Detected vendor indicators (Our Hometown Web Publishing): our-hometown, oht-",2025-12-12T12:15:56.795709,{}
2303,Virginia Star,Gate City,VA,https://www.virginiastar.net/,,,Scott,Independent,WordPress,Our Hometown Web Publishing,Yes,No,Yes,Yes,Yes,Homepage+RSS+Sitemap,"Homepage contains e-edition style link(s): https://www.virginiastar.net/category/e-edition/, https://www.virginiastar.net/pageview/viewer/2025-11-12, https://www.virginiastar.net/pageview/viewer/2025-11-19 | Homepage contains article-style link(s): https://www.virginiastar.net/category/news/, https://www.virginiastar.net/category/sports/, https://www.virginiastar.net/category/opinion/ | Homepage contains article-style content | RSS present (indicates article content) | Homepage contains paywall keywords | RSS feed contains paywall hints | Homepage contains public notice keywords | RSS feed contains notice keywords | Viewport meta tag present | Detected platform indicators (WordPress): wp-content, wp-includes, wordpress, wp-json | Detected vendor indicators (Our Hometown Web Publishing): our-hometown, oht-",2025-12-12T12:13:01.284868,{}
2532,Arlington Daily News (local aggregator; not verified Creative Circle),Arlington,VA,https://www.arlingtondailynews.com/,,,Arlington,Manual Review,Creative Circle,Creative Circle,No,No,No,No,Yes,Homepage,"Homepage contains article-style link(s): /local-news/, /news/, /international-news/ | Homepage contains article-style content | No paywall signals found | No notices found | Viewport meta tag present | Detected platform indicators (Creative Circle): creativecircle, /stories/, creativecirclecdn | Detected vendor indicators (Creative Circle): creativecircle, /stories/, creativecirclecdn",2025-10-28T13:45:10.230622,{}
2619,Virginia Beach Daily News (AI/fake local clone; not newspaper),Virginia Beach,VA,https://www.virginiabeachdailynews.com/,,,Virginia Beach,Independent,Creative Circle,Creative Circle,No,No,No,No,Yes,Homepage,"Homepage contains article-style link(s): /local-news/, /news/, /international-news/ | Homepage contains article-style content | No paywall signals found | No notices found | Viewport meta tag present | Detected platform indicators (Creative Circle): creativecircle, creativecirclecdn | Detected vendor indicators (Creative Circle): creativecircle, creativecirclecdn",2025-12-12T12:12:00.956246,{}
2633,Arlington Citizen (AI/fake local clone; not newspaper),Arlington,VA,https://www.arlingtoncitizen.com/,,,Arlington,,Creative Circle,Creative Circle,,,,,,,,,{}
2682,Richmond Daily Tribune,Richmond,VA,https://www.richmonddailytribune.com/,,,Henrico,AI local clone,Creative Circle,Creative Circle,No,No,No,No,Yes,Homepage,"Homepage contains article-style link(s): /local-news/, /news/, /international-news/ | Homepage contains article-style content | No paywall signals found | No notices found | Viewport meta tag present | Detected platform indicators (Creative Circle): creativecircle, creativecirclecdn | Detected vendor indicators (Creative Circle): creativecircle, creativecirclecdn | Overrides applied: chain_owner",2025-12-12T11:57:50.346816,{}
2695,Norfolk Herald,Norfolk,VA,https://www.norfolkherald.com/,,,Norfolk,AI/fake local clone,Creative Circle,Creative Circle,No,No,No,No,Yes,Homepage,"Homepage contains article-style link(s): /local-news/, /news/, /international-news/ | Homepage contains article-style content | No paywall signals found | No notices found | Viewport meta tag present | Detected platform indicators (Creative Circle): creativecircle, creativecirclecdn | Detected vendor indicators (Creative Circle): creativecircle, creativecirclecdn | Overrides applied: chain_owner",2025-12-12T11:50:18.335394,{}
2717,Alexandria Gazette Packet,Alexandria,VA,http://www.alexandriagazette.com/,,,Alexandria City,Local Media Connection LLC,Ellington CMS,ePublishing,Yes,No,Yes,No,Yes,Homepage+Sitemap,"Homepage contains e-edition style link(s): /PDFs/ | Homepage contains article-style link(s): http://connection-sports.com/, http://www.connectionnewspapers.com/, /news/Alexandria/News/ | Homepage contains article-style content | Homepage contains paywall keywords | No notices found | Viewport meta tag present | Detected platform indicators (Ellington CMS): ellingtoncms | Detected vendor indicators (ePublishing): ellingtoncms | Overrides applied: chain_owner",2025-10-29T19:01:54.438045,"{""Notes"": ""Part of regional Northern Virginia Connection group covering Arlington, Fairfax, Loudoun, Alexandria."", ""Chain/Owner"": ""Local Media Connection LLC (Connection Newspapers group)"", ""Publication Frequency"": ""Weekly""}"
2719,Arlington Connection,Arlington,VA,http://www.arlingtonconnection.com/,,,Arlington,Connection Newspapers,Ellington CMS,ePublishing,Yes,No,Yes,No,Yes,Homepage+Sitemap,"Homepage contains e-edition style link(s): /PDFs/ | Homepage contains article-style link(s): http://connection-sports.com/, http://www.connectionnewspapers.com/, /news/Arlington/News/ | Homepage contains article-style content | Homepage contains paywall keywords | No notices found | Viewport meta tag present | Detected platform indicators (Ellington CMS): ellingtoncms | Detected vendor indicators (ePublishing): ellingtoncms",2025-10-29T19:02:16.633522,"{""Notes"": ""Part of Connection Newspapers chain with editions in Fairfax and Loudoun counties."", ""Chain/Owner"": ""Local Media Connection LLC (Connection Newspapers group)"", ""Publication Frequency"": ""Weekly""}"
2729,Burke Connection,Burke,VA,http://www.burkeconnection.com/,,,Fairfax,Connection Newspapers,Ellington CMS,ePublishing,Yes,No,Yes,No,Yes,Homepage+Sitemap,"Homepage contains e-edition style link(s): /PDFs/ | Homepage contains article-style link(s): http://connection-sports.com/, http://www.connectionnewspapers.com/, /news/Burke/News/ | Homepage contains article-style content | Homepage contains paywall keywords | No notices found | Viewport meta tag present | Detected platform indicators (Ellington CMS): ellingtoncms | Detected vendor indicators (ePublishing): ellingtoncms",2025-10-29T19:02:38.440026,"{""Notes"": ""Part of the Northern Virginia Connection network."", ""Chain/Owner"": ""Local Media Connection LLC (Connection Newspapers group)"", ""Publication Frequency"": ""Weekly""}"
2735,Centre View,Fairfax,VA,https://www.centre-view.com/,,,Fairfax,Connection Newspapers,Ellington CMS,ePublishing,Yes,No,Yes,No,Yes,Homepage+Sitemap,"Homepage contains e-edition style link(s): /PDFs/ | Homepage contains article-style link(s): http://connection-sports.com/, http://www.connectionnewspapers.com/, /news/CV/News/ | Homepage contains article-style content | Homepage contains paywall keywords | No notices found | Viewport meta tag present | Detected platform indicators (Ellington CMS): ellingtoncms | Detected vendor indicators (ePublishing): ellingtoncms",2025-10-29T19:02:44.285334,{}
2740,Connection Archives (archive portal for Connection Newspapers),Fairfax,VA,http://connectionarchives.com/,,,Fairfax,Connection Newspapers,Ellington CMS,ePublishing,No,No,No,No,No,Homepage,No paywall signals found | No notices found | No responsive indicators,2025-10-29T19:02:47.209676,{}
2741,Connection Newspapers (regional group),Fairfax,VA,https://www.connectionnewspapers.com/,,,Fairfax,Connection Newspapers,Ellington CMS,ePublishing,Yes,No,Yes,No,Yes,Homepage+Sitemap,"Homepage contains e-edition style link(s): /PDFs/ | Homepage contains article-style link(s): http://connection-sports.com/, /news/, /news/Connection/News/ | Homepage contains article-style content | Homepage contains paywall keywords | No notices found | Viewport meta tag present | Detected platform indicators (Ellington CMS): ellingtoncms | Detected vendor indicators (ePublishing): ellingtoncms",2025-10-29T19:02:51.179256,{}
2742,Connection Sports (sports microsite under Connection Newspapers),Fairfax,VA,https://www.connection-sports.com/,,,Fairfax,Connection Newspapers,Ellington CMS,ePublishing,Yes,No,Yes,No,Yes,Homepage+Sitemap,"Homepage contains e-edition style link(s): /PDFs/ | Homepage contains article-style link(s): http://connection-sports.com/, /, http://www.connectionnewspapers.com/ | Homepage contains article-style content | Homepage contains paywall keywords | No notices found | Viewport meta tag present | Detected platform indicators (Ellington CMS): ellingtoncms | Detected vendor indicators (ePublishing): ellingtoncms",2025-10-29T19:02:56.085374,{}
2752,Fairfax Connection,Fairfax,VA,https://www.fairfaxconnection.com/,,,Fairfax,Connection Newspapers,Ellington CMS,ePublishing,Yes,No,Yes,No,Yes,Homepage+Sitemap,"Homepage contains e-edition style link(s): /PDFs/ | Homepage contains article-style link(s): http://connection-sports.com/, http://www.connectionnewspapers.com/, /news/Fairfax/News/ | Homepage contains article-style content | Homepage contains paywall keywords | No notices found | Viewport meta tag present | Detected platform indicators (Ellington CMS): ellingtoncms | Detected vendor indicators (ePublishing): ellingtoncms",2025-10-29T19:03:01.950579,{}
2753,Fairfax Station Connection,Fairfax Station,VA,https://www.fairfaxstationconnection.com/,,,Fairfax,Connection Newspapers,Ellington CMS,ePublishing,Yes,No,Yes,No,Yes,Homepage+Sitemap,"Homepage contains e-edition style link(s): /PDFs/ | Homepage contains article-style link(s): http://connection-sports.com/, http://www.connectionnewspapers.com/, /news/FfxSta/News/ | Homepage contains article-style content | Homepage contains paywall keywords | No notices found | Viewport meta tag present | Detected platform indicators (Ellington CMS): ellingtoncms | Detected vendor indicators (ePublishing): ellingtoncms",2025-10-29T19:03:06.772341,{}
2758,Great Falls Connection,Great Falls,VA,https://www.greatfallsconnection.com/,,,Fairfax,Connection Newspapers,Ellington CMS,ePublishing,Yes,No,Yes,No,Yes,Homepage+Sitemap,"Homepage contains e-edition style link(s): /PDFs/ | Homepage contains article-style link(s): http://connection-sports.com/, http://www.connectionnewspapers.com/, /news/GF/News/ | Homepage contains article-style content | Homepage contains paywall keywords | No notices found | Viewport meta tag present | Detected platform indicators (Ellington CMS): ellingtoncms | Detected vendor indicators (ePublishing): ellingtoncms",2025-10-29T19:03:12.051656,{}
2763,Herndon Connection,Herndon,VA,https://www.herndonconnection.com/,,,Fairfax,Connection Newspapers,Ellington CMS,ePublishing,Yes,No,Yes,No,Yes,Homepage+Sitemap,"Homepage contains e-edition style link(s): /PDFs/ | Homepage contains article-style link(s): http://connection-sports.com/, http://www.connectionnewspapers.com/, /news/Herndon/News/ | Homepage contains article-style content | Homepage contains paywall keywords | No notices found | Viewport meta tag present | Detected platform indicators (Ellington CMS): ellingtoncms | Detected vendor indicators (ePublishing): ellingtoncms",2025-10-29T19:03:17.637750,{}
